emp_no,first_name,last_name,salary
461470,Takahito,Comyn,56642
461472,Barry,Kawashimo,49203
461473,Radhika,Kading,40000
461474,King,Hammerschmidt,44144
461477,Uno,Ramras,58728
461479,Susanne,Azevdeo,51592
461480,Guttorm,Trystram,42896
461481,Shir,Parascandalo,61670
461484,Karlis,Oaver,40000
461485,Vivian,Angot,40000
461488,Miomir,Przulj,50358
461493,Udaiprakash,Hashii,40000
461495,Ramya,Henseler,52556
461499,Ashish,Kitsuregawa,78545
461500,Seongbin,Peyn,60855
461508,Khosrow,Thambidurai,55020
461509,Taegyun,Pena,54626
461512,Kwangho,Beeson,57686
461519,Alexius,Baca,40000
461527,Lunjin,Takkinen,45160
461528,Anwar,Heydon,40000
461531,Kenton,Speek,40000
461535,Apostol,Suwa,40000
461537,Yifei,Bernick,55728
461545,Mooi,Highland,40000
461549,Khatoun,Jumpertz,80534
461550,Kagan,Angot,47797
461552,Florina,Karnin,44693
461553,Luigi,Sidou,57232
461556,Gina,Shokrollahi,53599
461562,Shimshon,Ducloy,67196
461566,Tamiya,Sessa,40000
461567,Serenella,Chimia,41905
461573,Sachar,Zedlitz,40000
461576,Hideo,Ozeki,40000
461582,Golgen,Mapelli,40000
461584,Rance,Peyn,40000
461595,Nidapan,Cronau,69054
461600,Moon,Bernick,60442
461603,Jacqueline,Remmele,40000
461605,Tesuya,Garnham,67241
461607,Udi,Bahr,40000
461608,Matk,Brendel,51047
461609,Ramya,Attimonelli,58582
461615,Flemming,Borovoy,104903
461617,Perla,Vidya,43340
461625,Margareta,Bael,69097
461627,Yechezkel,Snedden,84714
461628,Macha,Lanphier,51982
461634,Aruna,Halloran,40000
461638,Gad,Hettesheimer,43123
461640,Krassimir,Auyong,62803
461644,Serenella,Moehrke,57287
461647,Shridhar,Barinka,55236
461651,Abdelwaheb,Shihab,42756
461652,Wilmer,Bain,46264
461654,Douadi,Kropp,43364
461656,Utpal,Vieri,41078
461667,Suvo,McFarlin,47460
461668,Yishai,Selenyi,68583
461670,Arun,Fujisaki,40000
461672,Adib,Cardazo,40000
461675,Ranga,Litzler,66458
461679,Zita,Vigier,40000
461688,Masami,Zwicker,40000
461691,Gadiel,Lichtman,58000
461693,Fusako,Cappello,52377
461694,Arup,Dratva,70282
461703,Toshimi,Raczkowsky,98673
461704,Akhilish,Bultermann,85514
461707,Masali,Kusakari,53874
461709,Aamer,Dusink,44824
461711,Evgueni,Dulay,66920
461718,Florina,Gruenwald,40000
461721,Dinah,Schiper,40000
461724,Constantino,Sridhar,40000
461725,Vitaly,Dulin,40000
461736,Adin,Masada,56646
461749,Kwok,Kinley,48484
461751,Billie,Terlouw,40000
461752,Heekeun,Furedi,40000
461757,Hailing,Isaac,40000
461758,Niclas,Weiland,61133
461762,Yechiam,Speer,48503
461763,Arunachalam,Marsiglia,54488
461765,Tesuro,Koyama,40000
461768,Geoffry,Breugel,40000
461769,Bodo,Birge,66139
461770,Kamran,Sommen,43742
461776,Bernt,Improta,40000
461777,Seongbin,Yoshizawa,95757
461778,Chanjung,Vasanthakumar,73073
461781,Arfst,Denos,40000
461786,Adel,Krohm,64314
461788,Wuxu,Decaestecker,42535
461789,Kousuke,Gide,40000
461793,Keung,Rassart,59191
461797,Satyanarayana,Kroon,61135
461803,Charmane,Radwan,70990
461807,Shan,Rossi,44331
461808,Malu,Radivojevic,56377
461809,Muneo,Randi,49720
461812,Kristine,Kaiser,76418
461816,Jaroslava,Salinas,49741
461818,Serap,Rosen,50340
461820,Lansing,Prenel,49366
461821,Paris,Nittel,42069
461825,Manibrata,Mamelak,40000
461831,Yinghua,Miculan,65505
461833,Shuho,Rosar,40000
461835,Serenella,Pell,92654
461837,Arif,Kalorkoti,64651
461838,Sanjeeva,Manderick,40000
461844,Zhilian,Kitsuregawa,40000
461845,Kwangho,Kamble,55223
461846,Gina,Vesel,49014
461848,Randi,Lemarechal,60142
461860,Chaosheng,Syrotiuk,60410
461861,Aron,Marsiglia,88539
461865,Mariusz,Baak,40811
461866,Zhiwei,Narahari,45030
461870,Goh,Sooriamurthi,58040
461874,Nevio,Lindqvist,93406
461876,Golgen,Hebden,46322
461877,Kousuke,Pepe,56919
461882,Jamaludin,Schauser,63292
461885,Sreenivas,Gluchowski,40000
461886,Vojin,Bashian,70667
461888,Xuedong,Kragelund,50576
461889,Godehard,Mandelberg,73964
461891,Ranan,Stranks,58184
461898,Alassane,Narahari,40000
461900,Hideo,Penz,40000
461903,Hironoby,Puppe,40000
461905,KayLiang,Szemeredi,63870
461907,Van,Negoita,59398
461909,Jagoda,Porotnikoff,40000
461912,Ugo,Kowalchuk,64416
461913,Giri,Ballarin,45323
461915,Alejandro,Sambasivam,93843
461925,Mani,Polajnar,57164
461928,Gopalakrishnan,Wolniewicz,40000
461929,Moon,Anido,40000
461936,Akeno,Nishimukai,40000
461949,Duro,Laurillard,89159
461950,Hidefumi,Streng,59691
461953,Marie,Ballarin,79800
461956,Hitomi,Zuberek,75720
461957,Harjit,Biran,55068
461958,Mohit,Slobodova,72109
461960,Remko,Ramsay,45705
461962,Shugo,Raoux,40000
461963,Aleksandar,Onuegbe,55044
461964,Ennio,Lund,40000
461971,Mokhtar,Veevers,51255
461974,Mats,Jording,53441
461976,Berry,Papadias,45364
461979,Fayez,Mandelberg,55906
461982,Gennady,Matzen,52145
461989,Huiqun,Weedman,54441
461990,Jacopo,Norsworthy,66172
461993,Ronghao,Penz,47444
461994,Yishai,Gyimothy,47834
461997,Fumitake,Hempstead,60753
462003,Collette,Borovoy,40000
462004,Ymte,Snyers,40000
462005,Pramod,Kushner,66243
462006,Bedir,Gyimothy,63003
462007,Rasiah,Smeets,40000
462011,Gen,Taubman,45258
462015,Gonzalo,Stellhorn,72881
462016,Taiji,Danner,70572
462017,Cheong,Cronau,51885
462018,Gil,Ernst,40000
462024,Fatemeh,Gecseg,40000
462028,Rasiah,Angot,40000
462029,Yoshinari,Keohane,40000
462032,Chikara,Oaver,62454
462033,Genta,Compeau,64948
462034,Geoffry,Lund,45207
462035,Mohammed,Egerstedt,53355
462036,Bojan,Hasenauer,42828
462038,Gianluca,Angot,51822
462044,Ziya,Salverda,40000
462049,Sachar,Antonisse,60552
462051,Jayesh,Stemann,57636
462057,Lihong,Ambroszkiewicz,43254
462059,Naftaly,Zockler,60415
462060,Gina,Veldwijk,46217
462061,Inderjeet,Maginnis,67127
462062,Francoise,Einsfeld,105681
462066,Perla,Silva,66236
462070,Mahmut,Marsiglia,40000
462072,Munehiko,Kusakabe,40000
462073,Alassane,Plump,52949
462075,Matt,Kitsuregawa,40000
462076,Katsuyuki,Guting,55552
462080,Guther,Larfeldt,41569
462081,Manu,Delgrange,40000
462085,Marco,Gulla,40000
462086,Fayez,Bressoud,40000
462091,Patricia,Stemann,40105
462092,Jouko,Rando,40000
462096,Martins,Gischer,82589
462097,Mircea,Keohane,61867
462100,Shawna,Honiden,40000
462107,Pradeep,Ferretti,40000
462109,Danil,Yeung,60727
462111,Udo,Sudbeck,40000
462112,Kaijung,Usdin,59146
462115,Nahum,Hedayat,57474
462116,Mahmut,Ramras,47858
462119,Dmitri,Masamoto,70395
462125,Sigeru,Chelton,74135
462128,Divine,Angelopoulos,40000
462132,Phule,Gronowski,40000
462133,Ishfaq,Garnier,52437
462136,Khedija,Kaltofen,48996
462140,Josyula,Chleq,40000
462144,Koldo,Nooteboom,40000
462145,Gurbir,Thimonier,74975
462146,Yongmin,Wilfing,67533
462149,Jaideep,Lampe,42174
462151,Akeel,Templeman,43373
462155,Tsutomu,Validov,53147
462157,Mabhin,Emmart,40000
462167,Moriyoshi,Figueira,40000
462172,Michaela,Danley,41541
462182,Yannis,Birdsall,40000
462186,Mikhail,Fontet,72586
462187,Marie,Laventhal,88707
462190,Kazuhira,Erdi,69112
462193,Baocai,Facello,40000
462197,Yakkov,Thiran,47226
462206,Sumant,Antonakopoulos,40000
462207,Luise,Azevdeo,40000
462208,Stafford,Hopewell,77915
462217,Aral,Unno,40874
462220,Zeljko,Boissier,41854
462221,Theron,Onuegbe,57407
462222,Kazuhiro,Shumilov,83253
462224,Jaewoo,Cyre,40000
462229,Fatemeh,Vural,40000
462230,Torsten,Ballarin,40000
462231,Anneke,Albarhamtoshy,85178
462237,Achilleas,Mundy,48170
462245,Ennio,Gischer,57454
462246,Kenton,Cooley,51759
462248,Manton,Vrecion,40000
462258,Frazer,Azulay,89654
462259,Tomoyuki,Huttel,45968
462263,Nagui,Mayerwieser,74735
462264,Kirk,Baar,57741
462271,Feiyu,Redmiles,78812
462278,Persi,Benaini,48043
462282,Adly,Morton,77346
462284,Samphel,Farrow,69717
462285,Mitchel,Asrin,52469
462286,Pintsang,Anger,73188
462289,Kenroku,Adachi,44191
462291,Vatsa,Kornatzky,40000
462298,Alselm,Debuse,40000
462303,Vishu,Chenney,40000
462304,Jordanka,Kakkar,40000
462313,Shaowei,Figueira,52743
462314,Alassane,Petereit,40000
462321,Duri,Poujol,69709
462322,Marsja,Lowrie,40000
462323,Gita,Paludetto,40000
462324,Kousuke,Naudin,40000
462328,Felicidad,Uehara,40000
462330,Krassimir,Shanbhogue,43092
462331,Sushant,Binkley,40000
462332,Yechezkel,Jenevein,48557
462333,Teunis,Cullers,40000
462336,Angus,Mawatari,73089
462339,Padma,Langford,41409
462342,Eric,Narahari,42890
462345,Taisook,Pileggi,48849
462346,Munehiko,Kropf,41958
462347,Baocai,Hashii,44341
462349,Juyoung,Shrader,40000
462351,Ohad,Jullig,40000
462355,Shahar,Besselaar,40000
462360,Volkmar,Babb,52210
462363,Masato,Peac,78976
462368,Bodo,Tsukune,40000
462370,Moty,Cappelli,59328
462371,Karlis,Schlegelmilch,40000
462372,Shaibal,Giaccio,40000
462373,Maria,Itzigehl,40000
462383,Jeong,Tomescu,40000
462384,Mitsuyuki,Hegner,57669
462386,Parviz,Rullman,65659
462387,Bezalel,Rossi,76090
462390,Leah,Yavatkar,40000
462394,Jinpo,Pena,41365
462397,Candido,Bultermann,60711
462398,Serge,Stamatiou,40940
462399,Irena,Ranai,62914
462403,Kensei,Segond,40000
462407,Sastry,Motley,40000
462409,Gou,Asser,40000
462412,Ravishankar,Pearson,42231
462419,Chinho,Peris,48972
462425,Jackson,Thambidurai,80006
462426,Shim,Crooks,40000
462431,Aimee,Perri,40000
462438,Lena,Luft,40000
462440,Francoise,Sethi,69182
462443,Miomir,Ranka,40000
462445,Mingzeng,Fargier,40000
462451,Eran,Barvinok,54042
462453,Jayesh,Molenaar,67354
462456,Bernd,Garigliano,67369
462457,Beshir,Negoita,61235
462461,Remko,Whitcomb,60869
462466,Serge,Trystram,40000
462470,Satyanarayana,Worfolk,50319
462473,Honesty,Butterworth,40000
462481,Pasqua,Veldwijk,40000
462483,Teiji,Baaz,62787
462484,Ronghao,Masamoto,52422
462485,Yakichi,Reutenauer,80603
462487,Adam,Steinauer,40000
462497,Premsyl,Engberts,54730
462503,Gadiel,Iisaku,66176
462506,Achilleas,Bugaenko,40000
462507,Aleksandar,Flasterstein,40000
462510,Kshitij,Barvinok,40000
462512,Youjian,Leuchs,42090
462518,Ishfaq,Stavenow,53007
462519,Gaetan,Zockler,40000
462526,Kokou,Verspoor,40000
462527,Steve,Decleir,40000
462530,Moto,Siepmann,52467
462537,Kristof,Schahn,85955
462539,Shin,Mikschl,40000
462549,Gretta,Bakhtari,40000
462552,Hironobu,Michaels,41627
462554,Tsz,Penn,41925
462557,Lobel,Androutsos,61742
462559,Adas,Swift,62223
462561,Vishwani,Azulay,48983
462563,Toshimori,Weedon,40000
462564,Sadok,Lamba,50763
462565,Neven,Nastansky,47705
462566,Uzi,Malabarba,47821
462581,Anneke,Szmurlo,76642
462590,DeForest,Zucker,47903
462595,Mohamadou,Pramanik,40000
462596,Ranan,Schiettecatte,76408
462598,Tsz,Picco,54178
462599,Sudhanshu,Ebeling,40000
462600,Uriel,Chvatal,40000
462607,Arif,Qiwen,57114
462609,Syozo,Kroha,47656
462610,Sumant,Beeson,67805
462617,Jaroslava,Schiettecatte,49561
462618,Mingdong,Munoz,50459
462620,Temple,Monkewich,40000
462622,Duri,Molberg,60162
462627,Isaac,Dehkordi,69733
462628,Aluzio,Jullig,47043
462641,Lijia,Linnainmaa,52260
462648,Fatemeh,Sridhar,40000
462649,Werner,Keustermans,70397
462659,Boguslaw,Erni,89446
462668,Bedrich,Jenevein,78900
462669,Shuichi,Millington,40000
462680,Tremaine,Pesch,59172
462681,Henk,Bruckman,40000
462685,Temple,Candan,40000
462687,Willard,Danlos,40000
462689,Shen,Piazza,61823
462690,Shaunak,Hettesheimer,71623
462694,Yuqun,Farrel,42150
462698,Tzvetan,Blokdijk,71679
462703,Jaber,Terkki,41238
462705,Mohit,Norsworthy,78244
462706,Caolyn,VanScheik,40000
462708,Jianhua,Rijckaert,74027
462711,Urs,Spinelli,83734
462712,Heping,Picco,40000
462717,Gina,Dehkordi,40000
462734,Shridhar,Jansch,40000
462737,Yuguang,Szemeredi,47647
462742,Jayson,Kruskal,78797
462743,Ranan,Peral,49070
462747,Owen,Syrzycki,40000
462748,Duke,Rosar,79648
462749,Yunming,Ramsay,70899
462754,Soenke,Hambrick,62323
462755,Arunachalam,Sigstam,40000
462756,Alexius,Esposito,40000
462759,Bodo,Kaiserswerth,54373
462760,Chenye,Baja,93317
462763,Xiahua,Collette,40000
462765,Yurii,Rohrbach,58799
462766,Rosita,Kampfer,62696
462767,Uri,Ranai,58271
462769,Tse,Coors,40000
462770,Aamer,Spell,80640
462774,Moie,Chinal,53712
462775,Willard,Simkin,40000
462776,Mostafa,Dechter,91329
462777,Turgut,Malinowski,52805
462780,Ioana,Nitta,40000
462783,Kazuhiko,Kalloufi,52855
462788,Xuedong,Pleszkun,45989
462790,Fumiyo,Chandrasekhar,40000
462792,Shim,Merkl,40000
462796,Kellyn,Murtha,45408
462800,Sariel,Auria,50988
462801,Chinya,Zyda,48763
462809,Mana,Brlek,45578
462814,Anneli,Linnainmaa,40000
462819,Dmitry,Zwicker,40000
462829,Moss,Range,42444
462831,Heather,Wolniewicz,42084
462832,Jenwei,Conte,59389
462834,Kristinn,Undy,53582
462836,Persi,Rosaz,60215
462839,Huan,Ariola,62795
462844,Khatoun,Gini,60011
462849,Tadahiro,Pintelas,66969
462857,Kwangsub,Hoogerwoord,82185
462859,Xinglin,Gire,40000
462863,Jamaludin,Cullers,57925
462865,Kensei,Schaad,62660
462866,Babette,Ritcey,40000
462869,Bedir,Malabarba,53230
462871,Sorina,Oberman,40000
462872,Shahaf,Zirintsis,75731
462875,Francoise,Picaronny,55193
462876,Taegyun,Kirkerud,54956
462877,Xuedong,Glowinski,40000
462879,Gio,Ranta,40000
462880,Godehard,Trumbly,83656
462881,Kwun,Colorni,44564
462883,Pranas,Validov,63950
462889,Kendra,Plumb,40847
462890,Jinya,Peak,40000
462892,Mohit,Clemencon,70221
462893,Genevieve,Angel,40000
462895,Diederik,Larfeldt,40000
462897,Ayonca,Danlos,62762
462898,Sajjad,Schonegge,41126
462900,Gao,Sudbeck,59221
462902,Shugo,Sommer,66797
462904,Shigeaki,Slobodova,40000
462905,Fay,Chvatal,40000
462906,Mary,Cronin,40000
462908,Alejandro,Stifter,44018
462910,Maria,Luff,83295
462911,Shay,Kusakabe,74067
462915,Diederik,Spinelli,40000
462916,Tomokazu,Cappelletti,40000
462918,Satosi,Iivonen,80198
462919,Taizo,Atrawala,76932
462921,Kwun,Poehlman,52648
462924,Sanjay,Veevers,57196
462925,Dharmaraja,Comyn,63463
462929,Pramod,Litvinov,68315
462932,Jaber,Loncour,76143
462933,Randy,Hemaspaandra,55791
462936,Selwyn,Mawatari,40000
462944,Georgy,Zizka,40000
462946,Anestis,Emden,52741
462955,Eben,Kusakabe,56942
462957,Tesuro,Poehlman,40000
462959,Isamu,Pintelas,66990
462962,Heejo,Alpay,40000
462963,Wonhee,Kadhim,40000
462969,Chrisa,Schneeberger,68078
462978,Tomoyuki,Imataki,63292
462982,Kankanahalli,Mundy,64643
462987,Nevio,Shrader,55313
462991,Mahmut,Monkewich,45748
462994,Horward,Haldar,59828
462999,Venkatesan,Gonthier,40000
463003,Branimir,Ferretti,43537
463008,Yifei,Tetzlaff,60522
463010,Abdelwaheb,Prochazka,55038
463014,Xuejia,Bodoff,65041
463019,Jovan,Figueira,68935
463027,Peer,Pews,47371
463029,Huiqun,Cmelik,44354
463030,Kazuhito,Oppitz,50562
463031,Uno,Hinsberger,40000
463039,Zine,Validov,77248
463041,Navid,Litecky,64616
463042,Billie,Peron,40000
463048,Gen,Sadowski,40000
463053,Urs,Weedon,49186
463055,Arunachalam,Peternell,58050
463061,DAIDA,Hmelo,76806
463063,Serge,Ellozy,88769
463067,Oddvar,Gyorkos,40000
463075,Eben,Kisuki,50071
463076,Mechthild,Swen,40000
463078,Shirish,Mateescu,47308
463079,Sushant,Baja,42454
463081,Leen,Chaudhury,61577
463085,Gudjon,Ranon,41362
463087,Sajjad,Schach,40000
463092,Arnould,Peres,72275
463093,Evgueni,Frolund,53053
463098,Howell,Merlo,40000
463100,Shaw,Zucker,53345
463101,Chaoyi,Vasanthakumar,47649
463102,Elrique,Rajcani,44801
463104,Sorina,Miculan,55974
463110,Shooichi,Ohori,49900
463117,Jianhao,Suomi,40000
463124,Xinan,Ventosa,57816
463126,Niclas,Gulak,40000
463131,Cathie,Bolsens,43164
463140,Martial,Naudin,40000
463141,Marsha,Masaki,40000
463143,Barton,Parveen,44412
463147,Georgy,Terwilliger,72377
463149,Valeska,Kamber,40000
463152,Premsyl,Schiper,43401
463155,Aemilian,Sabnani,40000
463156,Vojin,Miake,40000
463160,Jiang,Speek,78433
463161,Subhash,Milicia,53523
463178,Marsha,Conte,40000
463184,Cedric,Bruckman,50473
463185,Yahiko,Rosay,63224
463187,Sachin,Penn,47817
463200,Bangqing,Tyugu,55872
463210,Sachar,Peltason,42577
463214,Toshimo,Acton,40000
463224,Lorien,Erev,65356
463227,Renny,Anger,43328
463240,Temple,Alpin,58736
463248,Adib,Lanphier,45050
463250,Arup,Ranta,40000
463252,Demin,Krzyzanowski,45269
463253,Harngdar,Yetim,85336
463256,Mabhin,Demos,55229
463260,Masako,Muntz,56233
463263,Takahito,Kushner,40000
463270,Marsja,Birta,90051
463278,Sanjay,Speer,40927
463282,Kristin,Bojadziev,42779
463286,Kwangho,Avouris,50215
463287,Jianwen,Kirkerud,40000
463290,Seongbae,Potthoff,44458
463295,Kersti,Caine,75952
463297,Alenka,Yoshimura,48082
463298,Adil,Stenning,40000
463300,Serif,Seiwald,69008
463304,Ulf,Kenevan,40000
463305,Xiadong,Birch,40000
463307,Falguni,Perri,53957
463309,Ger,Cappello,44875
463310,Yoshimitsu,Melichar,44569
463311,Fuqing,Scharstein,51455
463312,Keung,Godskesen,80815
463316,Seongbae,Iwayama,62106
463317,Marco,Baar,40000
463318,Ung,Ginneken,40000
463324,Moto,Heijenga,51391
463327,Udo,Keirsey,40000
463330,Minghong,Oxenboll,40000
463332,Karsten,Piazza,40000
463334,Tran,Peak,40000
463340,Danae,Buchter,69259
463346,Satoru,Pramanik,80370
463351,Achilleas,Schaar,46932
463356,Nechama,Peyn,58449
463357,Shaz,Zedlitz,88692
463360,Ung,Benantar,70446
463362,Anneli,Muniz,40000
463368,Kotesh,Irland,40000
463370,Khue,Eiter,40000
463371,Dannz,Compeau,49482
463373,Shahab,Imataki,47007
463376,Make,Tasistro,42043
463377,Greger,Ranai,47121
463378,Moheb,Huttel,40000
463380,Tomoyuki,Kadhim,79044
463381,Sivanarayana,Schieder,40000
463388,Udaiprakash,Wrigley,40000
463389,Shahaf,Bugrara,40000
463390,Xiahua,Hiltgen,59003
463392,Masoud,Vandervoorde,40000
463393,Bilhanan,Takkinen,40000
463397,Gay,Kenevan,78071
463399,Tristan,Shimshoni,54584
463401,Chrisa,Boyle,40000
463404,Dante,Raczkowsky,57874
463408,Martina,Kaminger,58110
463411,Charlene,Bierbaum,45362
463413,Kristinn,Lorys,62030
463422,Dante,Lieblein,47965
463426,Tetsurou,DuCasse,40000
463431,Lalit,Samarati,48596
463433,Luerbio,Neiman,53920
463434,Bilhanan,Tempesti,40000
463444,Patricia,Zambonelli,40000
463449,Aemilian,Varman,40000
463450,Rajmohan,Muchinsky,40000
463451,Subhash,Kuhnemann,71922
463452,Mark,Gajiwala,40000
463459,Mohammed,Farrag,40000
463463,Katsuyuki,Klerer,74812
463464,Conor,Adachi,62210
463475,Theron,Heystek,40000
463476,Mabo,Pouyioutas,56833
463480,Otmar,Emden,47684
463483,Younwoo,Narlikar,43685
463488,Marie,Azuma,62750
463491,Jouko,Dichev,40000
463492,Yuuichi,Granlund,60997
463494,Kristine,Ishibashi,40000
463500,Lorien,Terkki,66078
463506,Kazuhiko,Furudate,40000
463511,Mads,Hennings,58156
463519,Navid,Munch,62692
463520,Valery,Gajiwala,40000
463523,Amabile,Raoux,40000
463524,Koldo,Papadias,46031
463526,Vasiliy,Sluis,58985
463529,Inderjeet,Kusakabe,52483
463530,Gaetan,Boreale,45012
463535,Arch,Uhrik,72047
463537,Sashi,Kulisch,44965
463538,Elliott,Schueller,40000
463541,Naraig,Schneeberger,82442
463544,Dietrich,Gornas,40833
463545,Seongbin,Alvarado,40501
463548,Chinho,Huhdanpaa,40000
463549,Rutger,Ghazalie,40000
463550,Khalil,Duclos,42346
463551,Luerbio,Ramaiah,40000
463552,Boaz,Brodie,40000
463553,Fumiya,Passino,59307
463554,Kristina,Kranzdorf,40000
463556,Monique,Emmart,40000
463560,Ipke,Schmezko,64327
463562,Gal,Landherr,47928
463568,Udi,Lichtner,41576
463575,Poorav,Talmor,51532
463576,Vishu,Tiemann,66769
463587,Kwun,Chandrasekhar,40000
463592,Maris,Riefers,40000
463594,Jiakeng,Bresenham,49963
463598,Etsuo,Yetto,40000
463602,Chinya,Servi,56582
463606,Yannis,Casley,50028
463607,Lubomir,Falster,41530
463608,Golgen,Vernadat,56896
463610,Berto,Chiola,76987
463615,Sariel,Quittner,40000
463621,Lidong,Kobara,40000
463623,Gro,Chandrasekhar,46358
463630,Lokesh,Poujol,40000
463631,Mohd,Veccia,49613
463632,Chinya,Foote,67805
463634,Randi,Gihr,41913
463640,Miquel,Gyorkos,48476
463641,Bezalel,Trachtenberg,40000
463644,Zorica,Schneeberger,77089
463648,Rayond,Serdy,40000
463649,Leaf,Picaronny,82461
463658,Weiyi,Kroha,75972
463659,Gretta,Driscoll,40000
463660,Bedir,Ratnakar,50303
463661,Minghong,Janocha,71590
463665,Berthier,Hutter,40000
463672,Jixiang,Kobara,40000
463676,Heon,Gils,91701
463679,Constantijn,Thimonier,40000
463680,Giri,Papadias,72661
463681,Gian,Kalefeld,72716
463683,Kauko,Bottner,44730
463684,Richard,Morrin,68390
463686,Uri,Wiegley,65837
463687,IEEE,Khamsi,40000
463688,Florina,Baja,58870
463689,Roselyn,Seghrouchni,40000
463691,Leandro,Chorvat,40000
463696,Sigeru,Babu,58152
463699,Roded,Bardell,46499
463700,Giao,Maraist,40000
463701,Zvonko,Nourani,40000
463705,Xudong,Biron,66657
463717,Mari,Pell,40000
463725,Wonhee,Zumaque,48635
463731,Weidon,Erev,40000
463732,Tran,Hiraishi,40000
463735,Martine,Birrer,44754
463736,Howell,Smeets,40000
463738,Hairong,Pellegrinelli,57530
463741,Parto,Plessier,86154
463742,Khedija,Vickson,76214
463743,Dharmaraja,Seghrouchni,40000
463745,Parke,Raczkowsky,69524
463746,Berhard,Reistad,71610
463748,Francesca,Yeung,49062
463749,Troy,Morrow,45261
463751,Toshimi,Sommer,44154
463752,Tokuyasu,Nannarelli,42067
463756,Marc,Emden,40000
463760,Charmane,Carrera,41448
463762,Elliott,Lunn,62844
463768,Mihalis,Pillow,40000
463769,Kristin,Schaft,40000
463777,Gor,Rosca,40237
463781,Val,Heystek,61247
463782,Teiji,Braccini,70598
463785,Marlo,Felder,80811
463788,Yurii,Cooke,80016
463789,Mani,Karcich,83734
463791,Owen,Luders,44666
463792,Masoud,Baezner,62544
463793,Jongsuk,Takanami,40000
463796,Sariel,Heijenga,40000
463797,Eldridge,Swab,64599
463800,Jiann,Ranum,54569
463801,Reinhard,Vilarrasa,84063
463802,Yolla,Weisert,44386
463804,Ymte,Potthoff,40000
463806,Freyja,Borstler,51940
463808,Berni,Mitchem,40000
463810,Sanjai,Holburn,40000
463814,Lena,Kandlur,45575
463816,Feiyu,Hanratty,47584
463823,Falguni,Kieras,52400
463825,Gao,Coombs,52666
463839,Teiji,Narahara,49835
463841,Christ,Narwekar,67004
463842,Susumu,Shumilov,62367
463845,Kiyomitsu,Steinauer,61742
463849,Ingemar,Thummel,65322
463850,Candida,Segond,40000
463857,Girolamo,Khasidashvili,47378
463862,Baocai,Compeau,40000
463863,Panayotis,Bellmore,40000
463867,Rimli,Bakhtari,54936
463868,Parto,Szemeredi,60822
463869,Tooru,Zumaque,53120
463877,Raimond,Comte,71740
463890,Kenroku,Vitiello,40000
463893,Jaideep,Stamatiou,57809
463894,Arfst,Montemayor,40000
463903,Avishai,Ventosa,45106
463904,Leah,Selvestrel,48333
463910,Kristine,Aloia,73010
463917,Harngdar,Cummings,40000
463920,Irene,Welham,43263
463921,Lalit,Bahr,66887
463923,Achilleas,Lubachevsky,40000
463932,Conrado,Marakhovsky,65062
463935,Izaskun,Haldar,65203
463936,Giri,Schlenzig,76945
463940,Jinya,Kroha,96590
463941,Phillip,Hainaut,43753
463945,Mads,Sifakis,67732
463957,Marjo,Emiris,84526
463959,Lein,Zaccaria,40000
463962,Tuval,Beeson,60631
463964,Teiji,Kemmerer,40000
463965,Jahangir,Christ,82785
463970,Mamdouh,Ranon,40000
463973,Christ,Bierbaum,57550
463977,Susuma,Detkin,74528
463978,Pasqua,Pillow,42858
463980,Howell,Etalle,75584
463986,Aleksander,Rahimi,55591
463989,Munenori,Honglei,67862
463991,Khaled,Heusch,64385
463993,Debaprosad,Serot,42636
463997,Boguslaw,Luft,40000
464000,Sadok,Kushner,40000
464001,Shakhar,Lanphier,61506
464005,Gino,Merli,40095
464006,Adly,Quittner,44660
464008,Kiam,Puoti,54366
464010,Constantijn,Uhrig,53989
464012,Vasiliy,Varker,83170
464015,Percy,Pileggi,40000
464020,Leaf,Kuzuoka,40000
464022,Bartek,Beznosov,69698
464023,Yinghua,Zuberek,41745
464024,Bangqing,Yavatkar,40000
464025,Brigham,Baezner,40000
464027,Bernice,Suomi,40000
464033,Fan,Beilner,40000
464039,Giap,Cooley,46374
464040,Hyuncheol,Kavraki,56302
464041,Adly,Pero,68378
464046,Kensei,Gischer,62591
464050,Shan,Bratten,57980
464051,Horward,Worfolk,69311
464052,Lorien,Hutton,64438
464054,Ger,Ranai,55944
464059,Harngdar,Rullman,40000
464061,Kiyotoshi,Soloway,44182
464062,Hisao,Delgrange,52475
464063,Weiru,Simmel,50630
464067,Mahendra,Gulik,71990
464069,Chaitali,Sifakis,45709
464075,Abdelwaheb,Angel,40595
464077,Bernice,Parfitt,54059
464080,Yongqiao,Morrow,40000
464084,Shaowei,Slaats,40000
464087,Shan,Madeira,40000
464089,Fox,Sommer,49246
464091,Jaewoo,Merlo,50993
464092,Jordanka,Cronan,63128
464098,Odinaldo,Ushiama,84472
464102,Sibyl,Maraist,41086
464105,Xiadong,Ossenbruggen,56723
464106,Duke,Businaro,54094
464110,Mara,Binkley,42002
464112,Christoper,Matheson,52380
464125,Volkmar,Schrooten,40000
464128,Elvia,Halloran,62924
464130,Fan,Osgood,40000
464133,Taisook,Nyrup,54183
464134,Sumant,Improta,58757
464135,Chaitali,Braunmuhl,40000
464139,Shai,Viele,77303
464140,Kolar,Broomell,40000
464141,Chuanti,Bhattacharjee,76732
464144,Mostafa,Ashish,40000
464145,Kotesh,Hellwagner,66349
